second,distance,motion,lightIntensity,occupied,occupied_ml
15782,2398.0,0,0.0,1,0
15783,2398.0,0,0.0,1,0
15784,2398.0,0,0.0,1,0
15785,341.0,0,0.0,1,0
15786,340.0,0,0.0,1,0
15787,340.0,0,0.0,1,0
15788,340.0,0,0.0,1,0
15789,2395.0,0,0.0,1,0
15790,340.0,0,0.0,1,0
15791,339.0,0,0.0,1,0
15792,2396.0,0,0.0,1,0
15793,2396.0,0,0.0,1,0
15794,2397.0,0,0.0,1,0
15795,2396.0,0,0.0,1,0
15796,339.0,0,0.0,1,0
15797,339.0,0,0.0,1,0
15798,339.0,0,0.0,1,0
15799,339.0,0,0.0,1,0
15800,2396.0,0,0.0,1,0
15801,340.0,0,0.0,1,0
15802,2397.0,0,0.0,1,0
15803,2398.0,0,0.0,1,0
15804,339.0,0,0.0,1,0
15805,2398.0,0,0.0,1,0
15806,340.0,0,0.0,1,0
15807,2397.0,0,0.0,1,0
15808,340.0,0,0.0,1,0
15809,2398.0,0,0.0,1,0
15810,2398.0,0,0.0,1,0
15811,2399.0,0,0.0,1,0
15812,2398.0,0,0.0,1,0
15813,2397.0,0,0.0,1,0
15814,2398.0,0,0.0,1,0
15815,2399.0,0,0.0,1,0
15816,2398.0,0,0.0,1,0
15817,2398.0,0,0.0,1,0
15818,2398.0,0,0.0,1,0
15819,340.0,0,0.0,1,0
15820,340.0,0,0.0,1,0
15821,2398.0,0,0.0,1,0
15822,341.0,0,0.0,1,0
15823,2398.0,0,0.0,1,0
15824,2398.0,0,0.0,1,0
15825,2398.0,0,0.0,1,0
15826,340.0,0,0.0,1,0
15827,2398.0,0,0.0,1,0
15828,2398.0,0,0.0,1,0
15829,2398.0,0,0.0,1,0
15830,2398.0,0,0.0,1,0
15831,2398.0,0,0.0,1,0
15832,2398.0,0,0.0,1,0
15833,2398.0,0,0.0,1,0
15834,339.0,0,0.0,1,0
15835,2399.0,0,0.0,1,0
15836,340.0,0,0.0,1,0
15837,2398.0,0,0.0,1,0
15838,2398.0,0,0.0,1,0
15839,338.0,0,0.0,1,0
15840,2398.0,0,0.0,1,0
15841,2397.0,0,0.0,1,0
15842,2398.0,0,0.0,1,0
15843,2398.0,0,0.0,1,0
15844,2399.0,0,0.0,1,0
15845,339.0,0,0.0,1,0
15846,340.0,0,0.0,1,0
15847,339.0,0,0.0,1,0
15848,338.0,0,0.0,1,0
15849,341.0,0,0.0,1,0
15850,339.0,0,0.0,1,0
15851,340.0,0,0.0,1,0
15852,2399.0,0,0.0,1,0
15853,338.0,0,0.0,1,0
15854,339.0,0,0.0,1,0
15855,340.0,0,0.0,1,0
15856,340.0,0,0.0,1,0
15857,339.0,0,0.0,1,0
15858,340.0,0,0.0,1,0
15859,339.0,0,0.0,1,0
15860,339.0,0,0.0,1,0
15861,339.0,0,0.0,1,0
15862,340.0,0,0.0,1,0
15863,2398.0,0,0.0,1,0
15864,2396.0,0,0.0,1,0
15865,340.0,0,0.0,1,0
15866,341.0,0,0.0,1,0
15867,339.0,0,0.0,1,0
15868,340.0,0,0.0,1,0
15869,340.0,0,0.0,1,0
15870,341.0,0,0.0,1,0
15871,339.0,0,0.0,1,0
15872,341.0,0,0.0,1,0
15873,339.0,0,0.0,1,0
15874,340.0,0,0.0,1,0
15875,340.0,0,0.0,1,0
15876,338.0,0,0.0,1,0
15877,339.0,0,0.0,1,0
15878,339.0,0,0.0,1,0
15879,340.0,0,0.0,1,0
15880,338.0,0,0.0,1,0
15881,339.0,0,0.0,1,0
15882,339.0,0,0.0,1,0
15883,339.0,0,0.0,1,0
15884,339.0,0,0.0,1,0
15885,341.0,0,0.0,1,0
15886,339.0,0,0.0,1,0
15887,339.0,0,0.0,1,0
15888,339.0,0,0.0,1,0
15889,339.0,0,0.0,1,0
15890,338.0,0,0.0,1,0
15891,339.0,0,0.0,1,0
15892,339.0,0,0.0,1,0
15893,338.0,0,0.0,1,0
15894,339.0,0,0.0,1,0
15895,340.0,0,0.0,1,0
15896,340.0,0,0.0,1,0
15897,339.0,0,0.0,1,0
15898,341.0,0,0.0,1,0
15899,342.0,0,0.0,1,0
15900,339.0,0,0.0,1,0
15901,339.0,0,0.0,1,0
15902,338.0,0,0.0,1,0
15903,338.0,0,0.0,1,0
15904,338.0,0,0.0,1,0
15905,338.0,0,0.0,1,0
15906,339.0,0,0.0,1,0
15907,339.0,0,0.0,1,0
15908,338.0,0,0.0,1,0
15909,339.0,0,0.0,1,0
15910,338.0,0,0.0,1,0
15911,338.0,0,0.0,1,0
15912,339.0,0,0.0,1,0
15913,339.0,0,0.0,1,0
15914,339.0,0,0.0,1,0
15915,339.0,0,0.0,1,0
15916,340.0,0,0.0,1,0
15917,339.0,0,0.0,1,0
15918,2392.0,0,0.0,1,0
15919,2392.0,0,0.0,1,0
15920,2392.0,0,0.0,1,0
15921,2393.0,0,0.0,1,0
15922,2392.0,0,0.0,1,0
15923,2392.0,0,0.0,1,0
15924,2392.0,0,0.0,1,0
15925,340.0,0,0.0,1,0
15926,338.0,0,0.0,1,0
15927,338.0,0,0.0,1,0
15928,338.0,0,0.0,1,0
15929,338.0,0,0.0,1,0
15930,339.0,0,0.0,1,0
15931,339.0,0,0.0,1,0
15932,340.0,0,0.0,1,0
15933,339.0,0,0.0,1,0
15934,338.0,0,0.0,1,0
15935,338.0,0,0.0,1,0
15936,337.0,0,0.0,1,0
15937,338.0,0,0.0,1,0
15938,338.0,0,0.0,1,0
15939,339.0,0,0.0,1,0
15940,339.0,0,0.0,1,0
15941,339.0,0,0.0,1,0
15942,339.0,0,0.0,1,0
15943,338.0,0,0.0,1,0
15944,339.0,0,0.0,1,0
15945,339.0,0,0.0,1,0
15946,338.0,0,0.0,1,0
15947,340.0,0,0.0,1,0
15948,339.0,0,0.0,1,0
15949,339.0,0,0.0,1,0
15950,339.0,0,0.0,1,0
15951,339.0,0,0.0,1,0
15952,340.0,0,0.0,1,0
15953,338.0,0,0.0,1,0
15954,338.0,0,0.0,1,0
15955,339.0,0,0.0,1,0
15956,340.0,0,0.0,1,0
15957,338.0,0,0.0,1,0
15958,339.0,0,0.0,1,0
15959,339.0,0,0.0,1,0
15960,339.0,0,0.0,1,0
15961,341.0,0,0.0,1,0
15962,340.0,0,0.0,1,0
15963,2396.0,0,0.0,1,0
15964,340.0,0,0.0,1,0
15965,2395.0,0,0.0,1,0
15966,341.0,0,0.0,1,0
15967,339.0,0,0.0,1,0
15968,339.0,0,0.0,1,0
15969,339.0,0,0.0,1,0
15970,339.0,0,0.0,1,0
15971,339.0,0,0.0,1,0
15972,340.0,0,0.0,1,0
15973,339.0,0,0.0,1,0
15974,341.0,0,0.0,1,0
15975,339.0,0,0.0,1,0
15976,338.0,0,0.0,1,0
15977,2396.0,0,0.0,1,0
15978,339.0,0,0.0,1,0
15979,339.0,0,0.0,1,0
15980,2395.0,0,0.0,1,0
15981,340.0,0,0.0,1,0
15982,2394.0,0,0.0,1,0
15983,2396.0,0,0.0,1,0
15984,339.0,0,0.0,1,0
15985,2395.0,0,0.0,1,0
15986,340.0,0,0.0,1,0
15987,340.0,0,0.0,1,0
15988,339.0,0,0.0,1,0
15989,339.0,0,0.0,1,0
15990,340.0,0,0.0,1,0
15991,339.0,0,0.0,1,0
15992,339.0,0,0.0,1,0
15993,340.0,0,0.0,1,0
15994,339.0,0,0.0,1,0
15995,339.0,0,0.0,1,0
15996,341.0,0,0.0,1,0
15997,340.0,0,0.0,1,0
15998,2394.0,0,0.0,1,0
15999,339.0,0,0.0,1,0
16000,339.0,0,0.0,1,0
16001,340.0,0,0.0,1,0
16002,339.0,0,0.0,1,0
16003,2394.0,0,0.0,1,0
16004,2394.0,0,0.0,1,0
16005,341.0,0,0.0,1,0
16006,340.0,0,0.0,1,0
16007,2396.0,0,0.0,1,0
16008,340.0,0,0.0,1,0
16009,2394.0,0,0.0,1,0
16010,2393.0,0,0.0,1,0
16011,2395.0,0,0.0,1,0
16012,2394.0,0,0.0,1,0
16013,339.0,0,0.0,1,0
16014,340.0,0,0.0,1,0
16015,339.0,0,0.0,1,0
16016,341.0,0,0.0,1,0
16017,337.0,0,0.0,1,0
16018,339.0,0,0.0,1,0
16019,339.0,0,0.0,1,0
16020,339.0,0,0.0,1,0
16021,339.0,0,0.0,1,0
16022,340.0,0,0.0,1,0
16023,338.0,0,0.0,1,0
16024,2396.0,0,0.0,1,0
16025,2395.0,0,0.0,1,0
16026,339.0,0,0.0,1,0
16027,2393.0,0,0.0,1,0
16028,2394.0,0,0.0,1,0
16029,341.0,0,0.0,1,0
16030,341.0,0,0.0,1,0
16031,340.0,0,0.0,1,0
16032,339.0,0,0.0,1,0
16033,2394.0,0,0.0,1,0
16034,339.0,0,0.0,1,0
16035,339.0,0,0.0,1,0
16036,339.0,0,0.0,1,0
16037,2393.0,0,0.0,1,0
16038,2393.0,0,0.0,1,0
16039,339.0,0,0.0,1,0
16040,341.0,0,0.0,1,0
16041,339.0,0,0.0,1,0
16042,339.0,0,0.0,1,0
16043,338.0,0,0.0,1,0
16044,338.0,0,0.0,1,0
16045,340.0,0,0.0,1,0
16046,341.0,0,0.0,1,0
16047,340.0,0,0.0,1,0
16048,339.0,0,0.0,1,0
16049,339.0,0,0.0,1,0
16050,2393.0,0,0.0,1,0
16051,2393.0,0,0.0,1,0
16052,2394.0,0,0.0,1,0
16053,339.0,0,0.0,1,0
16054,339.0,0,0.0,1,0
16055,340.0,0,0.0,1,0
16056,2394.0,0,0.0,1,0
16057,2394.0,0,0.0,1,0
16058,339.0,0,0.0,1,0
16059,339.0,0,0.0,1,0
16060,2394.0,0,0.0,1,0
16061,2394.0,0,0.0,1,0
16062,340.0,0,0.0,1,0
16063,2395.0,0,0.0,1,0
16064,340.0,0,0.0,1,0
16065,2395.0,0,0.0,1,0
16066,339.0,0,0.0,1,0
16067,339.0,0,0.0,1,0
16068,341.0,0,0.0,1,0
16069,2395.0,0,0.0,1,0
16070,2395.0,0,0.0,1,0
16071,339.0,0,0.0,1,0
16072,2393.0,0,0.0,1,0
16073,2393.0,0,0.0,1,0
16074,2393.0,0,0.0,1,0
16075,2394.0,0,0.0,1,0
16076,339.0,0,0.0,1,0
16077,2393.0,0,0.0,1,0
16078,2393.0,0,0.0,1,0
16079,340.0,0,0.0,1,0
16080,340.0,0,0.0,1,0
16081,339.0,0,0.0,1,0
16082,339.0,0,0.0,1,0
16083,339.0,0,0.0,1,0
16084,339.0,0,0.0,1,0
16085,339.0,0,0.0,1,0
16086,340.0,0,0.0,1,0
16087,340.0,0,0.0,1,0
16088,340.0,0,0.0,1,0
16089,341.0,0,0.0,1,0
16090,339.0,0,0.0,1,0
16091,340.0,0,0.0,1,0
16092,339.0,0,0.0,1,0
16093,2395.0,0,0.0,1,0
16094,340.0,0,0.0,1,0
16095,2396.0,0,0.0,1,0
16096,2396.0,0,0.0,1,0
16097,341.0,0,0.0,1,0
16098,338.0,0,0.0,1,0
16099,339.0,0,0.0,1,0
16100,339.0,0,0.0,1,0
16101,340.0,0,0.0,1,0
16102,340.0,0,0.0,1,0
16103,342.0,0,0.0,1,0
16104,339.0,0,0.0,1,0
16105,338.0,0,0.0,1,0
16106,339.0,0,0.0,1,0
16107,339.0,0,0.0,1,0
16108,340.0,0,0.0,1,0
16109,2394.0,0,0.0,1,0
16110,340.0,0,0.0,1,0
16111,340.0,0,0.0,1,0
16112,340.0,0,0.0,1,0
16113,2396.0,0,0.0,1,0
16114,2395.0,0,0.0,1,0
16115,2395.0,0,0.0,1,0
16116,340.0,0,0.0,1,0
16117,340.0,0,0.0,1,0
16118,2395.0,0,0.0,1,0
16119,2395.0,0,0.0,1,0
16120,340.0,0,0.0,1,0
16121,340.0,0,0.0,1,0
16122,339.0,0,0.0,1,0
16123,341.0,0,0.0,1,0
16124,2393.0,0,0.0,1,0
16125,339.0,0,0.0,1,0
16126,339.0,0,0.0,1,0
16127,339.0,0,0.0,1,0
16128,2395.0,0,0.0,1,0
16129,2394.0,0,0.0,1,0
16130,338.0,0,0.0,1,0
16131,339.0,0,0.0,1,0
16132,2394.0,0,0.0,1,0
16133,338.0,0,0.0,1,0
16134,339.0,0,0.0,1,0
16135,339.0,0,0.0,1,0
16136,340.0,0,0.0,1,0
16137,2393.0,0,0.0,1,0
16138,339.0,0,0.0,1,0
16139,341.0,0,0.0,1,0
16140,2395.0,0,0.0,1,0
16141,340.0,0,0.0,1,0
16142,2396.0,0,0.0,1,0
16143,339.0,0,0.0,1,0
16144,338.0,0,0.0,1,0
16145,339.0,0,0.0,1,0
16146,339.0,0,0.0,1,0
16147,338.0,0,0.0,1,0
16148,338.0,0,0.0,1,0
16149,339.0,0,0.0,1,0
16150,340.0,0,0.0,1,0
16151,339.0,0,0.0,1,0
16152,339.0,0,0.0,1,0
16153,340.0,0,0.0,1,0
16154,340.0,0,0.0,1,0
16155,340.0,0,0.0,1,0
16156,339.0,0,0.0,1,0
16157,338.0,0,0.0,1,0
16158,339.0,0,0.0,1,0
16159,340.0,0,0.0,1,0
16160,339.0,0,0.0,1,0
16161,340.0,0,0.0,1,0
16162,339.0,0,0.0,1,0
16163,339.0,0,0.0,1,0
16164,339.0,0,0.0,1,0
16165,339.0,0,0.0,1,0
16166,339.0,0,0.0,1,0
16167,338.0,0,0.0,1,0
16168,338.0,0,0.0,1,0
16169,339.0,0,0.0,1,0
16170,338.0,0,0.0,1,0
16171,339.0,0,0.0,1,0
16172,339.0,0,0.0,1,0
16173,338.0,0,0.0,1,0
16174,338.0,0,0.0,1,0
16175,339.0,0,0.0,1,0
16176,338.0,0,0.0,1,0
16177,338.0,0,0.0,1,0
16178,339.0,0,0.0,1,0
16179,338.0,0,0.0,1,0
16180,340.0,0,0.0,1,0
16181,339.0,0,0.0,1,0
16182,339.0,0,0.0,1,0
16183,339.0,0,0.0,1,0
16184,339.0,0,0.0,1,0
16185,339.0,0,0.0,1,0
16186,339.0,0,0.0,1,0
16187,339.0,0,0.0,1,0
16188,338.0,0,0.0,1,0
16189,340.0,0,0.0,1,0
16190,339.0,0,0.0,1,0
16191,340.0,0,0.0,1,0
16192,338.0,0,0.0,1,0
16193,338.0,0,0.0,1,0
16194,340.0,0,0.0,1,0
16195,341.0,0,0.0,1,0
16196,339.0,0,0.0,1,0
16197,339.0,0,0.0,1,0
16198,339.0,0,0.0,1,0
16199,338.0,0,0.0,1,0
16200,339.0,0,0.0,1,0
16201,338.0,0,0.0,1,0
16202,339.0,0,0.0,1,0
16203,339.0,0,0.0,1,0
16204,339.0,0,0.0,1,0
16205,338.0,0,0.0,1,0
16206,340.0,0,0.0,1,0
16207,339.0,0,0.0,1,0
16208,339.0,0,0.0,1,0
16209,339.0,0,0.0,1,0
16210,341.0,0,0.0,1,0
16211,339.0,0,0.0,1,0
16212,340.0,0,0.0,1,0
16213,340.0,0,0.0,1,0
16214,339.0,0,0.0,1,0
16215,341.0,0,0.0,1,0
16216,341.0,0,0.0,1,0
16217,339.0,0,0.0,1,0
16218,340.0,0,0.0,1,0
16219,340.0,0,0.0,1,0
16220,339.0,0,0.0,1,0
16221,341.0,0,0.0,1,0
16222,338.0,0,0.0,1,0
16223,339.0,0,0.0,1,0
16224,339.0,0,0.0,1,0
16225,339.0,0,0.0,1,0
16226,339.0,0,0.0,1,0
16227,338.0,0,0.0,1,0
16228,338.0,0,0.0,1,0
16229,339.0,0,0.0,1,0
16230,338.0,0,0.0,1,0
16231,341.0,0,0.0,1,0
16232,339.0,0,0.0,1,0
16233,339.0,0,0.0,1,0
16234,339.0,0,0.0,1,0
16235,339.0,0,0.0,1,0
16236,339.0,0,0.0,1,0
16237,338.0,0,0.0,1,0
16238,339.0,0,0.0,1,0
16239,340.0,0,0.0,1,0
16240,340.0,0,0.0,1,0
16241,340.0,0,0.0,1,0
16242,339.0,0,0.0,1,0
16243,339.0,0,0.0,1,0
16244,338.0,0,0.0,1,0
16245,339.0,0,0.0,1,0
16246,340.0,0,0.0,1,0
16247,340.0,0,0.0,1,0
16248,339.0,0,0.0,1,0
16249,341.0,0,0.0,1,0
16250,2392.0,0,0.0,1,0
16251,2394.0,0,0.0,1,0
16252,340.0,0,0.0,1,0
16253,2395.0,0,0.0,1,0
16254,340.0,0,0.0,1,0
16255,2393.0,0,0.0,1,0
16256,2393.0,0,0.0,1,0
16257,340.0,0,0.0,1,0
16258,340.0,0,0.0,1,0
16259,2393.0,0,0.0,1,0
16260,339.0,0,0.0,1,0
16261,341.0,0,0.0,1,0
16262,2393.0,0,0.0,1,0
16263,339.0,0,0.0,1,0
16264,340.0,0,0.0,1,0
16265,339.0,0,0.0,1,0
16266,339.0,0,0.0,1,0
16267,339.0,0,0.0,1,0
16268,340.0,0,0.0,1,0
16269,341.0,0,0.0,1,0
16270,339.0,0,0.0,1,0
16271,339.0,0,0.0,1,0
16272,339.0,0,0.0,1,0
16273,339.0,0,0.0,1,0
16274,339.0,0,0.0,1,0
16275,338.0,0,0.0,1,0
16276,339.0,0,0.0,1,0
16277,339.0,0,0.0,1,0
16278,339.0,0,0.0,1,0
16279,340.0,0,0.0,1,0
16280,2394.0,0,0.0,1,0
16281,341.0,0,0.0,1,0
16282,340.0,0,0.0,1,0
16283,339.0,0,0.0,1,0
16284,339.0,0,0.0,1,0
16285,2393.0,0,0.0,1,0
16286,2394.0,0,0.0,1,0
16287,340.0,0,0.0,1,0
16288,2392.0,0,0.0,1,0
16289,340.0,0,0.0,1,0
16290,340.0,0,0.0,1,0
16291,339.0,0,0.0,1,0
16292,339.0,0,0.0,1,0
16293,339.0,0,0.0,1,0
16294,339.0,0,0.0,1,0
16295,338.0,0,0.0,1,0
16296,339.0,0,0.0,1,0
16297,2393.0,0,0.0,1,0
16298,339.0,0,0.0,1,0
16299,339.0,0,0.0,1,0
16300,2393.0,0,0.0,1,0
16301,340.0,0,0.0,1,0
16302,2395.0,0,0.0,1,0
16303,339.0,0,0.0,1,0
16304,340.0,0,0.0,1,0
16305,339.0,0,0.0,1,0
16306,339.0,0,0.0,1,0
16307,339.0,0,0.0,1,0
16308,339.0,0,0.0,1,0
16309,2393.0,0,0.0,1,0
16310,2394.0,0,0.0,1,0
16311,2393.0,0,0.0,1,0
16312,340.0,0,0.0,1,0
16313,340.0,0,0.0,1,0
16314,341.0,0,0.0,1,0
16315,339.0,0,0.0,1,0
16316,2392.0,0,0.0,1,0
16317,2393.0,0,0.0,1,0
16318,340.0,0,0.0,1,0
16319,340.0,0,0.0,1,0
16320,339.0,0,0.0,1,0
16321,338.0,0,0.0,1,0
16322,339.0,0,0.0,1,0
16323,339.0,0,0.0,1,0
16324,338.0,0,0.0,1,0
16325,339.0,0,0.0,1,0
16326,339.0,0,0.0,1,0
16327,339.0,0,0.0,1,0
16328,338.0,0,0.0,1,0
16329,340.0,0,0.0,1,0
16330,340.0,0,0.0,1,0
16331,339.0,0,0.0,1,0
16332,339.0,0,0.0,1,0
16333,339.0,0,0.0,1,0
16334,339.0,0,0.0,1,0
16335,2393.0,0,0.0,1,0
16336,339.0,0,0.0,1,0
16337,2393.0,0,0.0,1,0
16338,341.0,0,0.0,1,0
16339,2393.0,0,0.0,1,0
16340,2391.0,0,0.0,1,0
16341,341.0,0,0.0,1,0
16342,2392.0,0,0.0,1,0
16343,2395.0,0,0.0,1,0
16344,2393.0,0,0.0,1,0
16345,2393.0,0,0.0,1,0
16346,341.0,0,0.0,1,0
16347,2391.0,0,0.0,1,0
16348,341.0,0,0.0,1,0
16349,2393.0,0,0.0,1,0
16350,339.0,0,0.0,1,0
16351,340.0,0,0.0,1,0
16352,340.0,0,0.0,1,0
16353,339.0,0,0.0,1,0
16354,340.0,0,0.0,1,0
16355,339.0,0,0.0,1,0
16356,340.0,0,0.0,1,0
16357,340.0,0,0.0,1,0
16358,339.0,0,0.0,1,0
16359,339.0,0,0.0,1,0
16360,340.0,0,0.0,1,0
16361,340.0,0,0.0,1,0
16362,340.0,0,0.0,1,0
16363,2388.0,0,0.0,1,0
16364,342.0,0,0.0,1,0
16365,340.0,0,0.0,1,0
16366,2388.0,0,0.0,1,0
16367,2390.0,0,0.0,1,0
16368,2388.0,0,0.0,1,0
16369,2389.0,0,0.0,1,0
16370,339.0,0,0.0,1,0
16371,339.0,0,0.0,1,0
16372,339.0,0,0.0,1,0
16373,340.0,0,0.0,1,0
16374,339.0,0,0.0,1,0
16375,2389.0,0,0.0,1,0
16376,339.0,0,0.0,1,0
16377,339.0,0,0.0,1,0
16378,339.0,0,0.0,1,0
16379,2389.0,0,0.0,1,0
16380,2389.0,0,0.0,1,0
16381,340.0,0,0.0,1,0
16382,340.0,0,0.0,1,0
16383,339.0,0,0.0,1,0
16384,339.0,0,0.0,1,0
16385,338.0,0,0.0,1,0
16386,339.0,0,0.0,1,0
16387,338.0,0,0.0,1,0
16388,339.0,0,0.0,1,0
16389,337.0,0,0.0,1,0
16390,337.0,0,0.0,1,0
16391,338.0,0,0.0,1,0
16392,340.0,0,0.0,1,0
16393,339.0,0,0.0,1,0
16394,339.0,0,0.0,1,0
16395,340.0,0,0.0,1,0
16396,339.0,0,0.0,1,0
16397,338.0,0,0.0,1,0
16398,339.0,0,0.0,1,0
16399,339.0,0,0.0,1,0
16400,339.0,0,0.0,1,0
16401,339.0,0,0.0,1,0
16402,339.0,0,0.0,1,0
16403,339.0,0,0.0,1,0
16404,339.0,0,0.0,1,0
16405,339.0,0,0.0,1,0
16406,342.0,0,0.0,1,0
16407,339.0,0,0.0,1,0
16408,339.0,0,0.0,1,0
16409,339.0,0,0.0,1,0
16410,339.0,0,0.0,1,0
16411,339.0,0,0.0,1,0
16412,338.0,0,0.0,1,0
16413,338.0,0,0.0,1,0
16414,339.0,0,0.0,1,0
16415,338.0,0,0.0,1,0
16416,339.0,0,0.0,1,0
16417,338.0,0,0.0,1,0
16418,338.0,0,0.0,1,0
16419,338.0,0,0.0,1,0
16420,338.0,0,0.0,1,0
16421,339.0,0,0.0,1,0
16422,340.0,0,0.0,1,0
16423,339.0,0,0.0,1,0
16424,2393.0,0,0.0,1,0
16425,2392.0,0,0.0,1,0
16426,2393.0,0,0.0,1,0
16427,339.0,0,0.0,1,0
16428,2392.0,0,0.0,1,0
16429,2392.0,0,0.0,1,0
16430,2393.0,0,0.0,1,0
16431,339.0,0,0.0,1,0
16432,2393.0,0,0.0,1,0
16433,2393.0,0,0.0,1,0
16434,339.0,0,0.0,1,0
16435,2393.0,0,0.0,1,0
16436,339.0,0,0.0,1,0
16437,2392.0,0,0.0,1,0
16438,2392.0,0,0.0,1,0
16439,2393.0,0,0.0,1,0
16440,2392.0,0,0.0,1,0
16441,2393.0,0,0.0,1,0
16442,2392.0,0,0.0,1,0
16443,2392.0,0,0.0,1,0
16444,2392.0,0,0.0,1,0
16445,2393.0,0,0.0,1,0
16446,2393.0,0,0.0,1,0
16447,340.0,0,0.0,1,0
16448,2394.0,0,0.0,1,0
16449,2394.0,0,0.0,1,0
16450,2393.0,0,0.0,1,0
16451,339.0,0,0.0,1,0
16452,340.0,0,0.0,1,0
16453,2392.0,0,0.0,1,0
16454,2393.0,0,0.0,1,0
16455,339.0,0,0.0,1,0
16456,339.0,0,0.0,1,0
16457,339.0,0,0.0,1,0
16458,339.0,0,0.0,1,0
16459,339.0,0,0.0,1,0
16460,339.0,0,0.0,1,0
16461,2393.0,0,0.0,1,0
16462,340.0,0,0.0,1,0
16463,340.0,0,0.0,1,0
16464,339.0,0,0.0,1,0
16465,2394.0,0,0.0,1,0
16466,2393.0,0,0.0,1,0
16467,340.0,0,0.0,1,0
16468,339.0,0,0.0,1,0
16469,2393.0,0,0.0,1,0
16470,340.0,0,0.0,1,0
16471,340.0,0,0.0,1,0
16472,2394.0,0,0.0,1,0
16473,339.0,0,0.0,1,0
16474,338.0,0,0.0,1,0
16475,2393.0,0,0.0,1,0
16476,339.0,0,0.0,1,0
16477,338.0,0,0.0,1,0
16478,339.0,0,0.0,1,0
16479,339.0,0,0.0,1,0
16480,339.0,0,0.0,1,0
16481,338.0,0,0.0,1,0
16482,2391.0,0,0.0,1,0
16483,338.0,0,0.0,1,0
16484,340.0,0,0.0,1,0
16485,339.0,0,0.0,1,0
16486,2392.0,0,0.0,1,0
16487,2393.0,0,0.0,1,0
16488,339.0,0,0.0,1,0
16489,339.0,0,0.0,1,0
16490,339.0,0,0.0,1,0
16491,339.0,0,0.0,1,0
16492,339.0,0,0.0,1,0
16493,339.0,0,0.0,1,0
16494,2393.0,0,0.0,1,0
16495,340.0,0,0.0,1,0
16496,2392.0,0,0.0,1,0
16497,2392.0,0,0.0,1,0
16498,2393.0,0,0.0,1,0
16499,339.0,0,0.0,1,0
16500,340.0,0,0.0,1,0
16501,339.0,0,0.0,1,0
16502,2392.0,0,0.0,1,0
16503,2392.0,0,0.0,1,0
16504,2392.0,0,0.0,1,0
16505,2392.0,0,0.0,1,0
16506,339.0,0,0.0,1,0
16507,2392.0,0,0.0,1,0
16508,2392.0,0,0.0,1,0
16509,339.0,0,0.0,1,0
16510,2392.0,0,0.0,1,0
16511,2392.0,0,0.0,1,0
16512,2392.0,0,0.0,1,0
16513,2392.0,0,0.0,1,0
16514,2392.0,0,0.0,1,0
16515,2391.0,0,0.0,1,0
16516,2391.0,0,0.0,1,0
16517,2391.0,0,0.0,1,0
16518,2391.0,0,0.0,1,0
16519,2391.0,0,0.0,1,0
16520,2391.0,0,0.0,1,0
16521,2391.0,0,0.0,1,0
16522,2392.0,0,0.0,1,0
16523,2392.0,0,0.0,1,0
16524,340.0,0,0.0,1,0
16525,2391.0,0,0.0,1,0
16526,338.0,0,0.0,1,0
16527,338.0,0,0.0,1,0
16528,338.0,0,0.0,1,0
16529,339.0,0,0.0,1,0
16530,339.0,0,0.0,1,0
16531,339.0,0,0.0,1,0
16532,339.0,0,0.0,1,0
16533,339.0,0,0.0,1,0
16534,339.0,0,0.0,1,0
16535,338.0,0,0.0,1,0
16536,338.0,0,0.0,1,0
16537,338.0,0,0.0,1,0
16538,341.0,0,0.0,1,0
16539,338.0,0,0.0,1,0
16540,339.0,0,0.0,1,0
16541,338.0,0,0.0,1,0
16542,341.0,0,0.0,1,0
16543,338.0,0,0.0,1,0
16544,338.0,0,0.0,1,0
16545,338.0,0,0.0,1,0
16546,338.0,0,0.0,1,0
16547,338.0,0,0.0,1,0
16548,340.0,0,0.0,1,0
16549,338.0,0,0.0,1,0
16550,338.0,0,0.0,1,0
16551,339.0,0,0.0,1,0
16552,340.0,0,0.0,1,0
16553,341.0,0,0.0,1,0
16554,339.0,0,0.0,1,0
16555,339.0,0,0.0,1,0
16556,338.0,0,0.0,1,0
16557,340.0,0,0.0,1,0
16558,340.0,0,0.0,1,0
16559,339.0,0,0.0,1,0
16560,340.0,0,0.0,1,0
16561,339.0,0,0.0,1,0
16562,338.0,0,0.0,1,0
16563,338.0,0,0.0,1,0
16564,339.0,0,0.0,1,0
16565,340.0,0,0.0,1,0
16566,339.0,0,0.0,1,0
16567,338.0,0,0.0,1,0
16568,338.0,0,0.0,1,0
16569,338.0,0,0.0,1,0
16570,339.0,0,0.0,1,0
16571,338.0,0,0.0,1,0
16572,338.0,0,0.0,1,0
16573,338.0,0,0.0,1,0
16574,338.0,0,0.0,1,0
16575,2393.0,0,0.0,1,0
16576,339.0,0,0.0,1,0
16577,340.0,0,0.0,1,0
16578,2392.0,0,0.0,1,0
16579,2388.0,0,0.0,1,0
16580,2389.0,0,0.0,1,0
16581,2389.0,0,0.0,1,0
16582,2391.0,0,0.0,1,0
16583,2392.0,0,0.0,1,0
16584,2392.0,0,0.0,1,0
16585,2392.0,0,0.0,1,0
16586,2392.0,0,0.0,1,0
16587,2389.0,0,0.0,1,0
16588,2394.0,0,0.0,1,0
16589,2393.0,0,0.0,1,0
16590,2392.0,0,0.0,1,0
