second,distance,motion,lightIntensity,occupied
674,282.0,0,4.17,1
675,280.0,0,4.17,1
676,282.0,0,4.17,1
677,280.0,0,4.17,1
678,129.0,0,4.17,1
679,284.0,0,4.17,1
680,282.0,0,4.17,1
681,281.0,0,4.17,1
682,282.0,0,4.17,1
683,283.0,0,4.17,1
684,282.0,0,4.17,1
685,281.0,0,4.17,1
686,282.0,0,4.17,1
687,279.0,0,4.17,1
688,336.0,0,4.17,1
689,281.0,0,4.17,1
690,128.0,0,4.17,1
691,280.0,0,4.17,1
692,281.0,0,4.17,1
693,282.0,0,4.17,1
694,129.0,0,4.17,1
695,283.0,0,4.17,1
696,284.0,0,4.17,1
697,282.0,0,4.17,1
698,283.0,0,4.17,1
699,285.0,0,4.17,1
700,281.0,0,4.17,1
701,129.0,0,4.17,1
702,131.0,0,4.17,1
703,283.0,0,4.17,1
704,281.0,0,4.17,1
705,285.0,0,4.17,1
706,282.0,0,4.17,1
707,281.0,0,4.17,1
708,281.0,0,4.17,1
709,129.0,0,4.17,1
710,281.0,0,4.17,1
711,129.0,0,4.17,1
712,282.0,0,4.17,1
713,282.0,0,4.17,1
714,338.0,0,4.17,1
715,282.0,0,4.17,1
716,283.0,0,4.17,1
717,282.0,0,4.17,1
718,285.0,0,4.17,1
719,282.0,0,4.17,1
720,281.0,0,4.17,1
721,282.0,0,4.17,1
722,281.0,0,4.17,1
723,282.0,0,4.17,1
724,282.0,0,4.17,1
725,282.0,0,4.17,1
726,132.0,0,4.17,1
727,285.0,0,4.17,1
728,280.0,0,4.17,1
729,280.0,0,4.17,1
730,130.0,0,4.17,1
731,130.0,0,4.17,1
732,130.0,0,4.17,1
733,130.0,0,4.17,1
734,130.0,0,4.17,1
735,130.0,0,4.17,1
736,130.0,0,4.17,1
737,130.0,0,4.17,1
738,130.0,0,4.17,1
739,130.0,0,4.17,1
740,130.0,0,4.17,1
741,130.0,0,4.17,1
742,130.0,0,4.17,1
743,130.0,0,4.17,1
744,130.0,0,4.17,1
745,130.0,0,4.17,1
746,130.0,0,4.17,1
747,130.0,0,4.17,1
748,130.0,0,4.17,1
749,130.0,0,4.17,1
750,130.0,0,4.17,1
751,130.0,0,4.17,1
752,130.0,0,4.17,1
753,130.0,0,4.17,1
754,130.0,0,4.17,1
755,130.0,0,4.17,1
756,130.0,0,4.17,1
757,130.0,0,4.17,1
758,130.0,0,4.17,1
759,130.0,0,4.17,1
760,130.0,0,4.17,1
761,130.0,0,4.17,1
762,130.0,0,4.17,1
763,130.0,0,4.17,1
764,130.0,0,4.17,1
765,130.0,0,4.17,1
766,130.0,0,4.17,1
767,130.0,0,4.17,1
768,130.0,0,4.17,1
769,130.0,0,4.17,1
770,130.0,0,4.17,1
771,130.0,0,4.17,1
772,130.0,0,4.17,1
773,130.0,0,4.17,1
774,130.0,0,4.17,1
775,130.0,0,4.17,1
776,130.0,0,4.17,1
777,130.0,0,4.17,1
778,130.0,0,4.17,1
779,130.0,0,4.17,1
780,130.0,0,4.17,1
781,130.0,0,4.17,1
782,130.0,0,4.17,1
783,130.0,0,4.17,1
784,130.0,0,4.17,1
785,130.0,0,4.17,1
786,130.0,0,4.17,1
787,130.0,0,4.17,1
788,130.0,0,4.17,1
789,282.0,0,4.17,1
790,280.0,0,4.17,1
791,282.0,0,4.17,1
792,282.0,0,4.17,1
793,282.0,0,4.17,1
794,337.0,0,4.17,1
795,283.0,0,4.17,1
796,282.0,0,4.17,1
797,340.0,0,4.17,1
798,337.0,0,4.17,1
799,336.0,0,4.17,1
800,282.0,0,4.17,1
801,127.0,0,4.17,1
802,282.0,0,4.17,1
803,283.0,0,4.17,1
804,282.0,0,4.17,1
805,282.0,0,4.17,1
806,283.0,0,4.17,1
807,281.0,0,4.17,1
808,282.0,0,4.17,1
809,283.0,0,4.17,1
810,281.0,0,4.17,1
811,282.0,0,4.17,1
812,131.0,0,4.17,1
813,282.0,0,4.17,1
814,283.0,0,4.17,1
815,130.0,0,4.17,1
816,283.0,0,4.17,1
817,282.0,0,4.17,1
818,336.0,0,4.17,1
819,282.0,0,4.17,1
820,135.0,0,4.17,1
821,283.0,0,4.17,1
822,281.0,0,4.17,1
823,281.0,0,4.17,1
824,281.0,0,4.17,1
825,282.0,0,4.17,1
826,285.0,0,4.17,1
827,130.0,0,4.17,1
828,134.0,0,4.17,1
829,131.0,0,4.17,1
830,133.0,0,4.17,1
831,128.0,0,4.17,1
832,129.0,0,4.17,1
833,282.0,0,4.17,1
834,282.0,0,4.17,1
835,336.0,0,4.17,1
836,282.0,0,4.17,1
837,285.0,0,4.17,1
838,282.0,0,4.17,1
839,128.0,0,4.17,1
840,336.0,0,4.17,1
841,129.0,0,4.17,1
842,286.0,0,4.17,1
843,282.0,0,4.17,1
844,282.0,0,4.17,1
845,282.0,0,4.17,1
846,281.0,0,4.17,1
847,283.0,0,4.17,1
848,283.0,0,4.17,1
849,283.0,0,4.17,1
850,283.0,0,4.17,1
851,283.0,0,4.17,1
852,283.0,0,4.17,1
853,283.0,0,4.17,1
854,283.0,0,4.17,1
855,283.0,0,4.17,1
856,283.0,0,4.17,1
857,283.0,0,4.17,1
858,283.0,0,4.17,1
859,283.0,0,4.17,1
860,283.0,0,4.17,1
861,283.0,0,4.17,1
862,283.0,0,4.17,1
863,283.0,0,4.17,1
864,283.0,0,4.17,1
865,283.0,0,4.17,1
866,283.0,0,4.17,1
867,283.0,0,4.17,1
868,283.0,0,4.17,1
869,283.0,0,4.17,1
870,283.0,0,4.17,1
871,283.0,0,4.17,1
872,283.0,0,4.17,1
873,283.0,0,4.17,1
874,283.0,0,4.17,1
875,283.0,0,4.17,1
876,283.0,0,4.17,1
877,283.0,0,4.17,1
878,283.0,0,4.17,1
879,283.0,0,4.17,1
880,283.0,0,4.17,1
881,283.0,0,4.17,1
882,283.0,0,4.17,1
883,283.0,0,4.17,1
884,283.0,0,4.17,1
885,283.0,0,4.17,1
886,283.0,0,4.17,1
887,283.0,0,4.17,1
888,283.0,0,4.17,1
889,283.0,0,4.17,1
890,283.0,0,4.17,1
891,283.0,0,4.17,1
892,283.0,0,4.17,1
893,283.0,0,4.17,1
894,283.0,0,4.17,1
895,283.0,0,4.17,1
