second,distance,motion,lightIntensity,occupied,occupied_ml
16194,339.00,0,0.00,1,0
16195,340.00,0,0.00,1,0
16196,2399.00,0,0.00,1,0
16197,338.00,0,0.00,1,0
16198,339.00,0,0.00,1,0
16199,340.00,0,0.00,1,0
16200,340.00,0,0.00,1,0
16201,339.00,0,0.00,1,0
16202,340.00,0,0.00,1,0
16203,339.00,0,0.00,1,0
16205,339.00,0,0.00,1,0
16206,339.00,0,0.00,1,0
16207,340.00,0,0.00,1,0
16208,2398.00,0,0.00,1,0
16209,2396.00,0,0.00,1,0
16210,340.00,0,0.00,1,0
16211,341.00,0,0.00,1,0
16212,339.00,0,0.00,1,0
16213,340.00,0,0.00,1,0
16214,340.00,0,0.00,1,0
16215,341.00,0,0.00,1,0
16216,339.00,0,0.00,1,0
16217,341.00,0,0.00,1,0
16218,339.00,0,0.00,1,0
16219,340.00,0,0.00,1,0
16220,340.00,0,0.00,1,0
16221,338.00,0,0.00,1,0
16222,339.00,0,0.00,1,0
16223,339.00,0,0.00,1,0
16224,340.00,0,0.00,1,0
16225,338.00,0,0.00,1,0
16226,339.00,0,0.00,1,0
16227,339.00,0,0.00,1,0
16228,339.00,0,0.00,1,0
16229,339.00,0,0.00,1,0
16230,341.00,0,0.00,1,0
16231,339.00,0,0.00,1,0
16232,339.00,0,0.00,1,0
16233,339.00,0,0.00,1,0
16234,339.00,0,0.00,1,0
16235,338.00,0,0.00,1,0
16236,339.00,0,0.00,1,0
16237,339.00,0,0.00,1,0
16238,338.00,0,0.00,1,0
16239,339.00,0,0.00,1,0
16240,340.00,0,0.00,1,0
16241,340.00,0,0.00,1,0
16242,339.00,0,0.00,1,0
16243,341.00,0,0.00,1,0
16244,342.00,0,0.00,1,0
16245,339.00,0,0.00,1,0
16246,339.00,0,0.00,1,0
16247,338.00,0,0.00,1,0
16249,338.00,0,0.00,1,0
16250,338.00,0,0.00,1,0
16251,338.00,0,0.00,1,0
16252,339.00,0,0.00,1,0
16253,339.00,0,0.00,1,0
16254,338.00,0,0.00,1,0
16255,339.00,0,0.00,1,0
16256,338.00,0,0.00,1,0
16257,338.00,0,0.00,1,0
16258,339.00,0,0.00,1,0
16259,339.00,0,0.00,1,0
16260,339.00,0,0.00,1,0
16261,339.00,0,0.00,1,0
16262,340.00,0,0.00,1,0
16263,339.00,0,0.00,1,0
16264,2392.00,0,0.00,1,0
16265,2392.00,0,0.00,1,0
16266,2392.00,0,0.00,1,0
16267,2393.00,0,0.00,1,0
16268,2392.00,0,0.00,1,0
16269,2392.00,0,0.00,1,0
16270,2392.00,0,0.00,1,0
16271,340.00,0,0.00,1,0
16272,338.00,0,0.00,1,0
16273,338.00,0,0.00,1,0
16274,338.00,0,0.00,1,0
16275,338.00,0,0.00,1,0
16276,339.00,0,0.00,1,0
16277,339.00,0,0.00,1,0
16278,340.00,0,0.00,1,0
16279,339.00,0,0.00,1,0
16280,338.00,0,0.00,1,0
16281,338.00,0,0.00,1,0
16282,337.00,0,0.00,1,0
16284,338.00,0,0.00,1,0
16285,338.00,0,0.00,1,0
16286,339.00,0,0.00,1,0
16287,339.00,0,0.00,1,0
16288,339.00,0,0.00,1,0
16289,339.00,0,0.00,1,0
16290,338.00,0,0.00,1,0
16291,339.00,0,0.00,1,0
16292,339.00,0,0.00,1,0
16293,338.00,0,0.00,1,0
16294,340.00,0,0.00,1,0
16295,339.00,0,0.00,1,0
16296,339.00,0,0.00,1,0
16297,339.00,0,0.00,1,0
16298,339.00,0,0.00,1,0
16299,340.00,0,0.00,1,0
16300,338.00,0,0.00,1,0
16301,338.00,0,0.00,1,0
16302,339.00,0,0.00,1,0
16303,340.00,0,0.00,1,0
16304,338.00,0,0.00,1,0
16305,339.00,0,0.00,1,0
16306,339.00,0,0.00,1,0
16307,339.00,0,0.00,1,0
16308,341.00,0,0.00,1,0
16309,340.00,0,0.00,1,0
16310,2396.00,0,0.00,1,0
16311,340.00,0,0.00,1,0
16312,2395.00,0,0.00,1,0
16313,341.00,0,0.00,1,0
16314,339.00,0,0.00,1,0
16315,339.00,0,0.00,1,0
16316,339.00,0,0.00,1,0
16317,339.00,0,0.00,1,0
16318,339.00,0,0.00,1,0
16319,340.00,0,0.00,1,0
16320,339.00,0,0.00,1,0
16322,341.00,0,0.00,1,0
16323,339.00,0,0.00,1,0
16324,338.00,0,0.00,1,0
16325,2396.00,0,0.00,1,0
16326,339.00,0,0.00,1,0
16327,339.00,0,0.00,1,0
16328,2395.00,0,0.00,1,0
16329,340.00,0,0.00,1,0
16330,2394.00,0,0.00,1,0
16331,2396.00,0,0.00,1,0
16332,339.00,0,0.00,1,0
16333,2395.00,0,0.00,1,0
16334,340.00,0,0.00,1,0
16335,340.00,0,0.00,1,0
16336,339.00,0,0.00,1,0
16337,339.00,0,0.00,1,0
16338,340.00,0,0.00,1,0
16339,339.00,0,0.00,1,0
16340,339.00,0,0.00,1,0
16341,340.00,0,0.00,1,0
16342,339.00,0,0.00,1,0
16343,339.00,0,0.00,1,0
16344,341.00,0,0.00,1,0
16345,340.00,0,0.00,1,0
16346,2394.00,0,0.00,1,0
16347,339.00,0,0.00,1,0
16348,339.00,0,0.00,1,0
16349,340.00,0,0.00,1,0
16350,339.00,0,0.00,1,0
16351,2394.00,0,0.00,1,0
16352,2394.00,0,0.00,1,0
16353,341.00,0,0.00,1,0
16354,340.00,0,0.00,1,0
16355,2396.00,0,0.00,1,0
16356,340.00,0,0.00,1,0
16357,2394.00,0,0.00,1,0
16358,2393.00,0,0.00,1,0
16359,2395.00,0,0.00,1,0
16361,2394.00,0,0.00,1,0
16362,339.00,0,0.00,1,0
16363,340.00,0,0.00,1,0
16364,339.00,0,0.00,1,0
16365,341.00,0,0.00,1,0
16366,337.00,0,0.00,1,0
16367,339.00,0,0.00,1,0
16368,339.00,0,0.00,1,0
16369,339.00,0,0.00,1,0
16370,339.00,0,0.00,1,0
16371,340.00,0,0.00,1,0
16372,338.00,0,0.00,1,0
16373,2396.00,0,0.00,1,0
16374,2395.00,0,0.00,1,0
16375,339.00,0,0.00,1,0
16376,2393.00,0,0.00,1,0
16377,2394.00,0,0.00,1,0
16378,341.00,0,0.00,1,0
16379,341.00,0,0.00,1,0
16380,340.00,0,0.00,1,0
16381,339.00,0,0.00,1,0
16382,2394.00,0,0.00,1,0
16383,339.00,0,0.00,1,0
16384,339.00,0,0.00,1,0
16385,339.00,0,0.00,1,0
16386,2393.00,0,0.00,1,0
16387,2393.00,0,0.00,1,0
16388,339.00,0,0.00,1,0
16389,341.00,0,0.00,1,0
16390,339.00,0,0.00,1,0
16391,339.00,0,0.00,1,0
16392,338.00,0,0.00,1,0
16393,338.00,0,0.00,1,0
16394,340.00,0,0.00,1,0
16395,341.00,0,0.00,1,0
16396,340.00,0,0.00,1,0
16397,339.00,0,0.00,1,0
16398,339.00,0,0.00,1,0
16399,2393.00,0,0.00,1,0
16400,2393.00,0,0.00,1,0
16401,2394.00,0,0.00,1,0
16402,339.00,0,0.00,1,0
16403,339.00,0,0.00,1,0
16404,340.00,0,0.00,1,0
16406,2394.00,0,0.00,1,0
16407,2394.00,0,0.00,1,0
16408,339.00,0,0.00,1,0
16409,339.00,0,0.00,1,0
16410,2394.00,0,0.00,1,0
16411,2394.00,0,0.00,1,0
16412,340.00,0,0.00,1,0
16413,2395.00,0,0.00,1,0
16414,340.00,0,0.00,1,0
16415,2395.00,0,0.00,1,0
16416,339.00,0,0.00,1,0
16417,339.00,0,0.00,1,0
16418,341.00,0,0.00,1,0
16419,2395.00,0,0.00,1,0
16420,2395.00,0,0.00,1,0
16421,339.00,0,0.00,1,0
16422,2393.00,0,0.00,1,0
16423,2393.00,0,0.00,1,0
16424,2393.00,0,0.00,1,0
16425,2394.00,0,0.00,1,0
16426,339.00,0,0.00,1,0
16427,2393.00,0,0.00,1,0
16428,2393.00,0,0.00,1,0
16429,340.00,0,0.00,1,0
16430,340.00,0,0.00,1,0
16431,339.00,0,0.00,1,0
16432,339.00,0,0.00,1,0
16433,339.00,0,0.00,1,0
16434,339.00,0,0.00,1,0
16435,339.00,0,0.00,1,0
16436,340.00,0,0.00,1,0
16437,340.00,0,0.00,1,0
16438,340.00,0,0.00,1,0
16439,341.00,0,0.00,1,0
16440,339.00,0,0.00,1,0
16441,340.00,0,0.00,1,0
16442,339.00,0,0.00,1,0
16443,2395.00,0,0.00,1,0
16444,340.00,0,0.00,1,0
16445,2396.00,0,0.00,1,0
16446,2396.00,0,0.00,1,0
16447,341.00,0,0.00,1,0
16448,338.00,0,0.00,1,0
16449,339.00,0,0.00,1,0
16451,339.00,0,0.00,1,0
16452,340.00,0,0.00,1,0
16453,340.00,0,0.00,1,0
16454,342.00,0,0.00,1,0
16455,339.00,0,0.00,1,0
16456,338.00,0,0.00,1,0
16457,339.00,0,0.00,1,0
16458,339.00,0,0.00,1,0
16459,340.00,0,0.00,1,0
16460,2394.00,0,0.00,1,0
16461,340.00,0,0.00,1,0
16462,340.00,0,0.00,1,0
16463,340.00,0,0.00,1,0
16464,2396.00,0,0.00,1,0
16465,2395.00,0,0.00,1,0
16466,2395.00,0,0.00,1,0
16467,340.00,0,0.00,1,0
16468,340.00,0,0.00,1,0
16469,2395.00,0,0.00,1,0
16470,2395.00,0,0.00,1,0
16471,340.00,0,0.00,1,0
16472,340.00,0,0.00,1,0
16473,339.00,0,0.00,1,0
16474,341.00,0,0.00,1,0
16475,2393.00,0,0.00,1,0
16476,339.00,0,0.00,1,0
16477,339.00,0,0.00,1,0
16478,339.00,0,0.00,1,0
16479,2395.00,0,0.00,1,0
16480,2394.00,0,0.00,1,0
16481,338.00,0,0.00,1,0
16482,339.00,0,0.00,1,0
16483,2394.00,0,0.00,1,0
16484,338.00,0,0.00,1,0
16485,339.00,0,0.00,1,0
16486,339.00,0,0.00,1,0
16487,340.00,0,0.00,1,0
16488,2393.00,0,0.00,1,0
16489,339.00,0,0.00,1,0
16490,341.00,0,0.00,1,0
16491,2395.00,0,0.00,1,0
16492,340.00,0,0.00,1,0
16493,2396.00,0,0.00,1,0
16494,339.00,0,0.00,1,0
16495,338.00,0,0.00,1,0
16496,339.00,0,0.00,1,0
16498,339.00,0,0.00,1,0
16499,338.00,0,0.00,1,0
16500,338.00,0,0.00,1,0
16501,339.00,0,0.00,1,0
16502,340.00,0,0.00,1,0
16503,339.00,0,0.00,1,0
16504,339.00,0,0.00,1,0
16505,340.00,0,0.00,1,0
16506,340.00,0,0.00,1,0
16507,340.00,0,0.00,1,0
16508,339.00,0,0.00,1,0
16509,338.00,0,0.00,1,0
16510,339.00,0,0.00,1,0
16511,340.00,0,0.00,1,0
16512,339.00,0,0.00,1,0
16513,340.00,0,0.00,1,0
16514,339.00,0,0.00,1,0
16515,339.00,0,0.00,1,0
16516,339.00,0,0.00,1,0
16517,339.00,0,0.00,1,0
16518,339.00,0,0.00,1,0
16519,338.00,0,0.00,1,0
16520,338.00,0,0.00,1,0
16521,339.00,0,0.00,1,0
16522,338.00,0,0.00,1,0
16523,339.00,0,0.00,1,0
16524,339.00,0,0.00,1,0
16525,338.00,0,0.00,1,0
16526,338.00,0,0.00,1,0
16527,339.00,0,0.00,1,0
16528,338.00,0,0.00,1,0
16529,338.00,0,0.00,1,0
16530,339.00,0,0.00,1,0
16531,338.00,0,0.00,1,0
16532,340.00,0,0.00,1,0
16533,339.00,0,0.00,1,0
16535,339.00,0,0.00,1,0
16536,339.00,0,0.00,1,0
16537,339.00,0,0.00,1,0
16538,339.00,0,0.00,1,0
16539,339.00,0,0.00,1,0
16540,339.00,0,0.00,1,0
16541,338.00,0,0.00,1,0
16542,340.00,0,0.00,1,0
16543,339.00,0,0.00,1,0
16544,340.00,0,0.00,1,0
16545,338.00,0,0.00,1,0
16546,338.00,0,0.00,1,0
16547,340.00,0,0.00,1,0
16548,341.00,0,0.00,1,0
16549,339.00,0,0.00,1,0
16550,339.00,0,0.00,1,0
16551,339.00,0,0.00,1,0
16552,338.00,0,0.00,1,0
16553,339.00,0,0.00,1,0
16554,338.00,0,0.00,1,0
16555,339.00,0,0.00,1,0
16556,339.00,0,0.00,1,0
16557,339.00,0,0.00,1,0
16558,338.00,0,0.00,1,0
16559,340.00,0,0.00,1,0
16560,339.00,0,0.00,1,0
16561,339.00,0,0.00,1,0
16562,339.00,0,0.00,1,0
16563,341.00,0,0.00,1,0
16564,339.00,0,0.00,1,0
16565,340.00,0,0.00,1,0
16566,340.00,0,0.00,1,0
16567,339.00,0,0.00,1,0
16568,341.00,0,0.00,1,0
16569,341.00,0,0.00,1,0
16570,339.00,0,0.00,1,0
16571,340.00,0,0.00,1,0
16572,340.00,0,0.00,1,0
16573,339.00,0,0.00,1,0
16574,341.00,0,0.00,1,0
16575,338.00,0,0.00,1,0
16577,339.00,0,0.00,1,0
16578,339.00,0,0.00,1,0
16579,339.00,0,0.00,1,0
16580,339.00,0,0.00,1,0
16581,338.00,0,0.00,1,0
16582,338.00,0,0.00,1,0
16583,339.00,0,0.00,1,0
16584,338.00,0,0.00,1,0
16585,341.00,0,0.00,1,0
16586,339.00,0,0.00,1,0
16587,339.00,0,0.00,1,0
16588,339.00,0,0.00,1,0
16589,339.00,0,0.00,1,0
16590,339.00,0,0.00,1,0
16591,338.00,0,0.00,1,0
16592,339.00,0,0.00,1,0
16593,340.00,0,0.00,1,0
16594,340.00,0,0.00,1,0
16595,340.00,0,0.00,1,0
16596,339.00,0,0.00,1,0
16597,339.00,0,0.00,1,0
16598,338.00,0,0.00,1,0
16599,339.00,0,0.00,1,0
16600,340.00,0,0.00,1,0
16601,340.00,0,0.00,1,0
16602,339.00,0,0.00,1,0
16603,341.00,0,0.00,1,0
16604,2392.00,0,0.00,1,0
16605,2394.00,0,0.00,1,0
16606,340.00,0,0.00,1,0
16607,2395.00,0,0.00,1,0
16608,340.00,0,0.00,1,0
16609,2393.00,0,0.00,1,0
16610,2393.00,0,0.00,1,0
16612,340.00,0,0.00,1,0
16613,340.00,0,0.00,1,0
16614,2393.00,0,0.00,1,0
16615,339.00,0,0.00,1,0
16616,341.00,0,0.00,1,0
16617,2393.00,0,0.00,1,0
16618,339.00,0,0.00,1,0
16619,340.00,0,0.00,1,0
16620,339.00,0,0.00,1,0
16621,339.00,0,0.00,1,0
16622,339.00,0,0.00,1,0
16623,340.00,0,0.00,1,0
16624,341.00,0,0.00,1,0
16625,339.00,0,0.00,1,0
16626,339.00,0,0.00,1,0
16627,339.00,0,0.00,1,0
16628,339.00,0,0.00,1,0
16629,339.00,0,0.00,1,0
16630,338.00,0,0.00,1,0
16631,339.00,0,0.00,1,0
16632,339.00,0,0.00,1,0
16633,339.00,0,0.00,1,0
16634,340.00,0,0.00,1,0
16635,2394.00,0,0.00,1,0
16636,341.00,0,0.00,1,0
16637,340.00,0,0.00,1,0
16638,339.00,0,0.00,1,0
16639,339.00,0,0.00,1,0
16640,2393.00,0,0.00,1,0
16641,2394.00,0,0.00,1,0
16642,340.00,0,0.00,1,0
16643,2392.00,0,0.00,1,0
16644,340.00,0,0.00,1,0
16645,340.00,0,0.00,1,0
16646,339.00,0,0.00,1,0
16647,339.00,0,0.00,1,0
16648,339.00,0,0.00,1,0
16649,339.00,0,0.00,1,0
16651,338.00,0,0.00,1,0
16652,339.00,0,0.00,1,0
16653,2393.00,0,0.00,1,0
16654,339.00,0,0.00,1,0
16655,339.00,0,0.00,1,0
16656,2393.00,0,0.00,1,0
16657,340.00,0,0.00,1,0
16658,2395.00,0,0.00,1,0
16659,339.00,0,0.00,1,0
16660,340.00,0,0.00,1,0
16661,339.00,0,0.00,1,0
16662,339.00,0,0.00,1,0
16663,339.00,0,0.00,1,0
16664,339.00,0,0.00,1,0
16665,2393.00,0,0.00,1,0
16666,2394.00,0,0.00,1,0
16667,2393.00,0,0.00,1,0
16668,340.00,0,0.00,1,0
16669,340.00,0,0.00,1,0
16670,341.00,0,0.00,1,0
16671,339.00,0,0.00,1,0
16672,2392.00,0,0.00,1,0
16673,2393.00,0,0.00,1,0
16674,340.00,0,0.00,1,0
16675,340.00,0,0.00,1,0
16676,339.00,0,0.00,1,0
16677,338.00,0,0.00,1,0
16678,339.00,0,0.00,1,0
16679,339.00,0,0.00,1,0
16680,338.00,0,0.00,1,0
16681,339.00,0,0.00,1,0
16682,339.00,0,0.00,1,0
16683,339.00,0,0.00,1,0
16684,338.00,0,0.00,1,0
16685,340.00,0,0.00,1,0
16686,340.00,0,0.00,1,0
16687,339.00,0,0.00,1,0
16688,339.00,0,0.00,1,0
16690,339.00,0,0.00,1,0
16691,339.00,0,0.00,1,0
16692,2393.00,0,0.00,1,0
16693,339.00,0,0.00,1,0
16694,2393.00,0,0.00,1,0
16695,341.00,0,0.00,1,0
16696,2393.00,0,0.00,1,0
16697,2391.00,0,0.00,1,0
16698,341.00,0,0.00,1,0
16699,2392.00,0,0.00,1,0
16700,2395.00,0,0.00,1,0
16701,2393.00,0,0.00,1,0
16702,2393.00,0,0.00,1,0
16703,341.00,0,0.00,1,0
16704,2391.00,0,0.00,1,0
16705,341.00,0,0.00,1,0
16706,2393.00,0,0.00,1,0
16707,339.00,0,0.00,1,0
16708,340.00,0,0.00,1,0
16709,340.00,0,0.00,1,0
16710,339.00,0,0.00,1,0
16711,340.00,0,0.00,1,0
16712,339.00,0,0.00,1,0
16713,340.00,0,0.00,1,0
16714,340.00,0,0.00,1,0
16715,339.00,0,0.00,1,0
16716,339.00,0,0.00,1,0
16717,340.00,0,0.00,1,0
16718,340.00,0,0.00,1,0
16719,340.00,0,0.00,1,0
16720,2388.00,0,0.00,1,0
16721,342.00,0,0.00,1,0
16722,340.00,0,0.00,1,0
16723,2388.00,0,0.00,1,0
16724,2390.00,0,0.00,1,0
16725,2388.00,0,0.00,1,0
16726,2389.00,0,0.00,1,0
16727,339.00,0,0.00,1,0
16728,339.00,0,0.00,1,0
16729,339.00,0,0.00,1,0
16730,340.00,0,0.00,1,0
16731,339.00,0,0.00,1,0
16733,2389.00,0,0.00,1,0
16734,339.00,0,0.00,1,0
16735,339.00,0,0.00,1,0
16736,339.00,0,0.00,1,0
16737,2389.00,0,0.00,1,0
16738,2389.00,0,0.00,1,0
16739,340.00,0,0.00,1,0
16740,340.00,0,0.00,1,0
16741,339.00,0,0.00,1,0
16742,339.00,0,0.00,1,0
16743,338.00,0,0.00,1,0
16744,339.00,0,0.00,1,0
16745,338.00,0,0.00,1,0
16746,339.00,0,0.00,1,0
16747,337.00,0,0.00,1,0
16748,337.00,0,0.00,1,0
16749,338.00,0,0.00,1,0
16750,340.00,0,0.00,1,0
16751,339.00,0,0.00,1,0
16752,339.00,0,0.00,1,0
16753,340.00,0,0.00,1,0
16754,339.00,0,0.00,1,0
16755,338.00,0,0.00,1,0
16756,339.00,0,0.00,1,0
16757,339.00,0,0.00,1,0
16758,339.00,0,0.00,1,0
16759,339.00,0,0.00,1,0
16760,339.00,0,0.00,1,0
16761,339.00,0,0.00,1,0
16762,339.00,0,0.00,1,0
16763,339.00,0,0.00,1,0
16764,342.00,0,0.00,1,0
16765,339.00,0,0.00,1,0
16766,339.00,0,0.00,1,0
16767,339.00,0,0.00,1,0
16768,339.00,0,0.00,1,0
16769,339.00,0,0.00,1,0
16771,338.00,0,0.00,1,0
16772,338.00,0,0.00,1,0
16773,339.00,0,0.00,1,0
16774,338.00,0,0.00,1,0
16775,339.00,0,0.00,1,0
16776,338.00,0,0.00,1,0
16777,338.00,0,0.00,1,0
16778,338.00,0,0.00,1,0
16779,338.00,0,0.00,1,0
16780,339.00,0,0.00,1,0
16781,340.00,0,0.00,1,0
16782,339.00,0,0.00,1,0
16783,2393.00,0,0.00,1,0
16784,2392.00,0,0.00,1,0
16785,2393.00,0,0.00,1,0
16786,339.00,0,0.00,1,0
16787,2392.00,0,0.00,1,0
16788,2392.00,0,0.00,1,0
16789,2393.00,0,0.00,1,0
16790,339.00,0,0.00,1,0
16791,2393.00,0,0.00,1,0
16792,2393.00,0,0.00,1,0
16793,339.00,0,0.00,1,0
16794,2393.00,0,0.00,1,0
16795,339.00,0,0.00,1,0
16796,2392.00,0,0.00,1,0
16797,2392.00,0,0.00,1,0
16798,2393.00,0,0.00,1,0
16799,2392.00,0,0.00,1,0
16800,2393.00,0,0.00,1,0
16801,2392.00,0,0.00,1,0
16802,2392.00,0,0.00,1,0
16803,2392.00,0,0.00,1,0
16804,2393.00,0,0.00,1,0
16805,2393.00,0,0.00,1,0
16806,340.00,0,0.00,1,0
16807,2394.00,0,0.00,1,0
16809,2394.00,0,0.00,1,0
16810,2393.00,0,0.00,1,0
16811,339.00,0,0.00,1,0
16812,340.00,0,0.00,1,0
16813,2392.00,0,0.00,1,0
16814,2393.00,0,0.00,1,0
16815,339.00,0,0.00,1,0
16816,339.00,0,0.00,1,0
16817,339.00,0,0.00,1,0
16818,339.00,0,0.00,1,0
16819,339.00,0,0.00,1,0
16820,339.00,0,0.00,1,0
16821,2393.00,0,0.00,1,0
16822,340.00,0,0.00,1,0
16823,340.00,0,0.00,1,0
16824,339.00,0,0.00,1,0
16825,2394.00,0,0.00,1,0
16826,2393.00,0,0.00,1,0
16827,340.00,0,0.00,1,0
16828,339.00,0,0.00,1,0
16829,2393.00,0,0.00,1,0
16830,340.00,0,0.00,1,0
16831,340.00,0,0.00,1,0
16832,2394.00,0,0.00,1,0
16833,339.00,0,0.00,1,0
16834,338.00,0,0.00,1,0
16835,2393.00,0,0.00,1,0
16836,339.00,0,0.00,1,0
16837,338.00,0,0.00,1,0
16838,339.00,0,0.00,1,0
16839,339.00,0,0.00,1,0
16840,339.00,0,0.00,1,0
16841,338.00,0,0.00,1,0
16842,2391.00,0,0.00,1,0
16844,338.00,0,0.00,1,0
16845,340.00,0,0.00,1,0
16846,339.00,0,0.00,1,0
16847,2392.00,0,0.00,1,0
16848,2393.00,0,0.00,1,0
16849,339.00,0,0.00,1,0
16850,339.00,0,0.00,1,0
16851,339.00,0,0.00,1,0
16852,339.00,0,0.00,1,0
16853,339.00,0,0.00,1,0
16854,339.00,0,0.00,1,0
16855,2393.00,0,0.00,1,0
16856,340.00,0,0.00,1,0
16857,2392.00,0,0.00,1,0
16858,2392.00,0,0.00,1,0
16859,2393.00,0,0.00,1,0
16860,339.00,0,0.00,1,0
16861,340.00,0,0.00,1,0
16862,339.00,0,0.00,1,0
16863,2392.00,0,0.00,1,0
16864,2392.00,0,0.00,1,0
16865,2392.00,0,0.00,1,0
16866,2392.00,0,0.00,1,0
16867,339.00,0,0.00,1,0
16868,2392.00,0,0.00,1,0
16869,2392.00,0,0.00,1,0
16870,339.00,0,0.00,1,0
16871,2392.00,0,0.00,1,0
16872,2392.00,0,0.00,1,0
16873,2392.00,0,0.00,1,0
16874,2392.00,0,0.00,1,0
16875,2392.00,0,0.00,1,0
16876,2391.00,0,0.00,1,0
16877,2391.00,0,0.00,1,0
16878,2391.00,0,0.00,1,0
16879,2391.00,0,0.00,1,0
16880,2391.00,0,0.00,1,0
16881,2391.00,0,0.00,1,0
16882,2391.00,0,0.00,1,0
16883,2392.00,0,0.00,1,0
16884,2392.00,0,0.00,1,0
16886,340.00,0,0.00,1,0
16887,2391.00,0,0.00,1,0
16888,338.00,0,0.00,1,0
16889,338.00,0,0.00,1,0
16890,338.00,0,0.00,1,0
16891,339.00,0,0.00,1,0
16892,339.00,0,0.00,1,0
16893,339.00,0,0.00,1,0
16894,339.00,0,0.00,1,0
16895,339.00,0,0.00,1,0
16896,339.00,0,0.00,1,0
16897,338.00,0,0.00,1,0
16898,338.00,0,0.00,1,0
16899,338.00,0,0.00,1,0
16900,341.00,0,0.00,1,0
16901,338.00,0,0.00,1,0
16902,339.00,0,0.00,1,0
16903,338.00,0,0.00,1,0
16904,341.00,0,0.00,1,0
16905,338.00,0,0.00,1,0
16906,338.00,0,0.00,1,0
16907,338.00,0,0.00,1,0
16908,338.00,0,0.00,1,0
16909,338.00,0,0.00,1,0
16910,340.00,0,0.00,1,0
16911,338.00,0,0.00,1,0
16912,338.00,0,0.00,1,0
16913,339.00,0,0.00,1,0
16914,340.00,0,0.00,1,0
16915,341.00,0,0.00,1,0
16916,339.00,0,0.00,1,0
16917,339.00,0,0.00,1,0
16918,338.00,0,0.00,1,0
16919,340.00,0,0.00,1,0
16920,340.00,0,0.00,1,0
16921,339.00,0,0.00,1,0
16922,340.00,0,0.00,1,0
16924,339.00,0,0.00,1,0
16925,338.00,0,0.00,1,0
16926,338.00,0,0.00,1,0
16927,339.00,0,0.00,1,0
16928,340.00,0,0.00,1,0
16929,339.00,0,0.00,1,0
16930,338.00,0,0.00,1,0
16931,338.00,0,0.00,1,0
16932,338.00,0,0.00,1,0
16933,339.00,0,0.00,1,0
16934,338.00,0,0.00,1,0
16935,338.00,0,0.00,1,0
16936,338.00,0,0.00,1,0
16937,338.00,0,0.00,1,0
16938,2393.00,0,0.00,1,0
16939,339.00,0,0.00,1,0
16940,340.00,0,0.00,1,0
16941,2392.00,0,0.00,1,0
16942,2388.00,0,0.00,1,0
16943,2389.00,0,0.00,1,0
16944,2389.00,0,0.00,1,0
16945,2391.00,0,0.00,1,0
16946,2392.00,0,0.00,1,0
16947,2392.00,0,0.00,1,0
16948,2392.00,0,0.00,1,0
16949,2392.00,0,0.00,1,0
16950,2389.00,0,0.00,1,0
16951,2394.00,0,0.00,1,0
16952,2393.00,0,0.00,1,0
16953,2392.00,0,0.00,1,0
16954,2392.00,0,0.00,1,0
16955,2392.00,0,0.00,1,0
16956,339.00,0,0.00,1,0
16957,2393.00,0,0.00,1,0
16958,2393.00,0,0.00,1,0
16959,338.00,0,0.00,1,0
16961,2392.00,0,0.00,1,0
16962,2392.00,0,0.00,1,0
16963,2392.00,0,0.00,1,0
16964,2393.00,0,0.00,1,0
16965,340.00,0,0.00,1,0
16966,338.00,0,0.00,1,0
16967,339.00,0,0.00,1,0
16968,340.00,0,0.00,1,0
16969,340.00,0,0.00,1,0
16970,340.00,0,0.00,1,0
16971,339.00,0,0.00,1,0
16972,341.00,0,0.00,1,0
16973,338.00,0,0.00,1,0
16974,339.00,0,0.00,1,0
16975,338.00,0,0.00,1,0
16976,339.00,0,0.00,1,0
16977,340.00,0,0.00,1,0
16978,339.00,0,0.00,1,0
16979,338.00,0,0.00,1,0
16980,338.00,0,0.00,1,0
16981,2392.00,0,0.00,1,0
16982,2392.00,0,0.00,1,0
16983,339.00,0,0.00,1,0
16984,2393.00,0,0.00,1,0
16985,340.00,0,0.00,1,0
16986,2392.00,0,0.00,1,0
16987,2392.00,0,0.00,1,0
16988,2392.00,0,0.00,1,0
16989,339.00,0,0.00,1,0
16990,2392.00,0,0.00,1,0
16991,2392.00,0,0.00,1,0
16992,2392.00,0,0.00,1,0
16993,2392.00,0,0.00,1,0
16994,2392.00,0,0.00,1,0
16995,2392.00,0,0.00,1,0
16996,2392.00,0,0.00,1,0
16998,2392.00,0,0.00,1,0
16999,2391.00,0,0.00,1,0
17000,2392.00,0,0.00,1,0
17001,2392.00,0,0.00,1,0
17002,2393.00,0,0.00,1,0
17003,2393.00,0,0.00,1,0
17004,2392.00,0,0.00,1,0
17005,2391.00,0,0.00,1,0
17006,2391.00,0,0.00,1,0
17007,2388.00,0,0.00,1,0
17008,2388.00,0,0.00,1,0
17009,2388.00,0,0.00,1,0
17010,2390.00,0,0.00,1,0
17011,2390.00,0,0.00,1,0
17012,2390.00,0,0.00,1,0
17013,2389.00,0,0.00,1,0
17014,2390.00,0,0.00,1,0
17015,2389.00,0,0.00,1,0
17016,2389.00,0,0.00,1,0
17017,2389.00,0,0.00,1,0
17018,2391.00,0,0.00,1,0
17019,2390.00,0,0.00,1,0
17020,339.00,0,0.00,1,0
17021,2391.00,0,0.00,1,0
17022,2391.00,0,0.00,1,0
17023,2389.00,0,0.00,1,0
