second,distance,motion,lightIntensity,occupied
631,190.0,0,7.5,0
632,244.0,0,7.5,0
633,188.0,0,7.5,0
634,189.0,0,7.5,0
635,243.0,0,7.5,0
636,246.0,0,7.5,0
637,187.0,0,7.5,0
638,243.0,0,7.5,0
639,243.0,0,7.5,0
640,243.0,0,7.5,0
641,187.0,0,7.5,0
642,189.0,0,7.5,0
643,189.0,0,7.5,0
644,243.0,0,7.5,0
645,189.0,0,7.5,0
646,187.0,0,7.5,0
647,245.0,0,7.5,0
648,188.0,0,7.5,0
649,189.0,0,7.5,0
650,188.0,0,7.5,0
651,190.0,0,7.5,0
652,189.0,0,7.5,0
653,185.0,0,7.5,0
654,244.0,0,7.5,0
655,244.0,0,7.5,0
656,186.0,0,7.5,0
657,244.0,0,7.5,0
658,189.0,0,7.5,0
659,188.0,0,7.5,0
660,244.0,0,7.5,0
661,187.0,0,7.5,0
662,187.0,0,7.5,0
663,189.0,0,7.5,0
664,244.0,0,7.5,0
665,186.0,0,7.5,0
666,187.0,0,7.5,0
667,244.0,0,7.5,0
668,188.0,0,7.5,0
669,188.0,0,7.5,0
670,187.0,0,7.5,0
671,187.0,0,7.5,0
672,244.0,0,7.5,0
673,244.0,0,7.5,0
674,243.0,0,7.5,0
675,243.0,0,7.5,0
676,189.0,0,7.5,0
677,187.0,0,7.5,0
678,244.0,0,7.5,0
679,188.0,0,7.5,0
680,186.0,0,7.5,0
681,185.0,0,7.5,0
682,186.0,0,7.5,0
683,245.0,0,7.5,0
684,244.0,0,7.5,0
685,189.0,0,7.5,0
686,190.0,0,7.5,0
687,243.0,0,7.5,0
688,244.0,0,7.5,0
689,245.0,0,7.5,0
690,189.0,0,7.5,0
691,189.0,0,7.5,0
692,191.0,0,7.5,0
693,244.0,0,7.5,0
694,243.0,0,7.5,0
695,243.0,0,7.5,0
696,243.0,0,7.5,0
697,189.0,0,7.5,0
698,243.0,0,7.5,0
699,244.0,0,7.5,0
700,188.0,0,7.5,0
701,243.0,0,7.5,0
702,244.0,0,7.5,0
703,244.0,0,7.5,0
704,187.0,0,7.5,0
705,243.0,0,7.5,0
706,243.0,0,7.5,0
707,189.0,0,7.5,0
708,194.0,0,7.5,0
709,189.0,0,7.5,0
710,190.0,0,7.5,0
711,186.0,0,7.5,0
712,188.0,0,7.5,0
713,243.0,0,7.5,0
714,244.0,0,7.5,0
715,243.0,0,7.5,0
716,189.0,0,7.5,0
717,189.0,0,7.5,0
718,244.0,0,7.5,0
719,243.0,0,7.5,0
720,243.0,0,7.5,0
721,186.0,0,7.5,0
722,187.0,0,7.5,0
723,188.0,0,7.5,0
724,245.0,0,7.5,0
725,243.0,0,7.5,0
726,189.0,0,7.5,0
727,188.0,0,7.5,0
728,189.0,0,7.5,0
729,187.0,0,7.5,0
730,243.0,0,7.5,0
731,243.0,0,7.5,0
732,194.0,0,7.5,0
733,187.0,0,7.5,0
734,245.0,0,7.5,0
735,188.0,0,7.5,0
736,243.0,0,7.5,0
737,243.0,0,7.5,0
738,187.0,0,7.5,0
739,187.0,0,7.5,0
740,188.0,0,7.5,0
741,191.0,0,7.5,0
742,244.0,0,7.5,0
743,192.0,0,7.5,0
744,187.0,0,7.5,0
745,243.0,0,7.5,0
746,245.0,0,7.5,0
747,189.0,0,7.5,0
748,244.0,0,7.5,0
749,189.0,0,7.5,0
750,188.0,0,7.5,0
751,244.0,0,7.5,0
752,244.0,0,7.5,0
753,244.0,0,7.5,0
754,189.0,0,7.5,0
755,244.0,0,7.5,0
756,243.0,0,7.5,0
757,245.0,0,7.5,0
758,187.0,0,7.5,0
759,244.0,0,7.5,0
760,188.0,0,7.5,0
761,188.0,0,7.5,0
762,189.0,0,7.5,0
763,187.0,0,7.5,0
764,187.0,0,7.5,0
765,224.0,0,7.5,0
766,190.0,0,7.5,0
767,244.0,0,7.5,0
768,243.0,0,7.5,0
769,187.0,0,7.5,0
770,190.0,0,7.5,0
771,243.0,0,7.5,0
772,243.0,0,7.5,0
773,188.0,0,7.5,0
774,245.0,0,7.5,0
775,189.0,0,7.5,0
776,194.0,0,7.5,0
777,187.0,0,7.5,0
778,243.0,0,7.5,0
779,188.0,0,7.5,0
780,245.0,0,6.67,0
781,242.0,1,6.67,0
782,244.0,0,6.67,0
783,187.0,0,7.5,0
784,176.0,0,6.67,0
785,185.0,0,6.67,0
786,139.0,0,6.67,0
787,135.0,1,6.67,0
788,141.0,0,6.67,0
789,74.0,0,7.5,0
790,122.0,0,6.67,0
791,54.0,1,6.67,0
792,125.0,0,6.67,0
793,251.0,0,7.5,0
794,252.0,0,7.5,0
795,84.0,1,7.5,0
796,87.0,1,7.5,0
797,86.0,0,7.5,0
798,86.0,0,7.5,0
799,123.0,0,7.5,0
800,252.0,0,7.5,0
801,180.0,0,7.5,0
802,88.0,0,7.5,0
803,252.0,0,7.5,0
804,245.0,0,7.5,0
805,244.0,0,7.5,0
806,192.0,0,7.5,0
807,253.0,0,7.5,0
808,253.0,0,7.5,0
809,221.0,0,7.5,0
810,245.0,0,7.5,0
811,246.0,0,7.5,0
812,253.0,0,7.5,0
813,193.0,0,7.5,0
814,245.0,0,7.5,0
815,252.0,0,7.5,0
816,251.0,0,7.5,0
817,253.0,0,7.5,0
818,253.0,0,7.5,0
819,252.0,0,7.5,0
820,252.0,0,7.5,0
821,86.0,0,7.5,0
822,89.0,0,7.5,0
823,247.0,0,7.5,0
824,247.0,0,7.5,0
825,246.0,0,7.5,0
826,245.0,0,7.5,0
827,246.0,0,7.5,0
828,216.0,0,7.5,0
829,245.0,0,7.5,0
830,245.0,0,7.5,0
831,245.0,0,7.5,0
832,245.0,0,7.5,0
